Company Name,Rest of the Details
"BICKFORD PRODUCTIONS, LAURA","['Production company', '10153 1/2 Riverside Dr, Ste 683, Toluca Lake, CA 91602', '323-850-8191', 'imdb.com/company/co0214437 facebook.com/pages/Laura-Bickford-Productions/', '507372106020086', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films. Genres include comedy, drama, and romance.', 'Patrick Reese', 'Assistant imdb.com/name/nm3101321', 'Laura Bickford', 'Producer imdb.com/name/nm0081046 facebook.com/laura.bickford.526', 'BICOASTAL TALENT & LITERARY AGENCY', 'Production company', '2600 W Olive Ave ste 500, Burbank, CA 91505', '818-559-6422 (phone)', '818-559-7222 (fax)', ' bicoastaltalent.com imdb.com/company/co0081369', 'Does not accept any unsolicited material. Project types include feature films and TV.']"
BIERLEIN ENTERTAINMENT,"['Production company', '2000 Bay City Rd, Midland, MI, 48642 989-921-9510', ' imdb.com/company/co0235422', 'Does not accept any unsolicited material. Project types include short films. Genres include crime and thriller.']"
BIFROST PICTURES,"['Production company and financing company', '9107 Wilshire Blvd Ste 600, Beverly Hills, CA 90210', '424-204-9330', ' imdb.com/company/co0420227', 'Does not accept any unsolicited material.', 'Daniel Wagner', 'Producer', '424-204-9330', 'imdb.com/name/nm1016628']"
BIG BEACH,"['Production company', '625 Mildred Ave, Venice CA 90291', '310-230-3999', '648 Broadway, 7th Floor, New York City, NY 10012 212-473-5800 (phone)', '212-473-5805 (fax)', '\nbigbeach.com imdb.com/company/co0148020', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include drama, family, and thriller.']"
BIG BEACH FILMS,"['Production company', '648 Broadway 7th Fl, New York, NY 10012 212-473-5800 (phone)', '212-208-4503 (fax)', ' bigbeach.com imdb.com/company/co0148020', 'Does not accept any unsolicited material. Project types include feature films.']"
BIG BELLI,"['Production company', '411 Commercial Ave, Cliffside Park, NJ 07010 888-318-4075', ' bigbelli.com', 'imdb.com/company/co0488500 facebook.com/pages/40-Weeks-Movie/', '544802182248138', 'twitter.com/FortyWeeksMovie', 'Does not accept any unsolicited material. Project types include TV. Genres include documentary.']"
"BIGEL ENTERTAINMENT, LLC","['Production company', '1915 N Crescent Heights Blvd, Beverly Hills, CA 90069', '310-278-9400 (phone)', '310-278-2220 (fax)', '1450 Broadway, 41st Floor, New York, NY 10018 212-475-4333', ' imdb.com/company/co0163248 linkedin.com/company/bigel-entertainment', 'Accepts query letters from produced or represented writers. Project types include feature films and TV. Genres include comedy and drama.', 'Daniel Bigel', 'Producer imdb.com/name/nm0081730']"
BIG FISH ENTERTAINMENT,"['Studio', '96 Morton St, 2nd Fl, New York, NY 10014 646-797-4102', ' bigfishusa.com imdb.com/company/co0203789', 'facebook.com/pages/Big-Fish-Entertainment/ 199241686772035', 'twitter.com/BigFishUSA', 'Does not accept any unsolicited material. Project types include TV.', 'Dan Cesareo', 'Co-Owner/Producer imdb.com/name/nm2389863', 'Doug DePriest', 'Co-Owner/Producer imdb.com/name/nm2685128']"
"BIG FOOT ENTERTAINMENT, LTD.","['Production company and distributor', 'Bigfoot Entertainment Inc., 246 W Broadway, New York NY 10013', '212-666-9000', ' bigfoot.com', 'imdb.com/company/co0261687', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, animation, drama, fantasy, myth, science fiction, and thriller. Established in 2004.', 'Ashley Jordan', 'CEO', ' imdb.com/name/nm1248442 linkedin.com/pub/dir/ashley/jordan', '\nBIG FRAME', 'Production company, distributor, and sales agent', '11821 Mississippi Ave, Los Angeles, CA 90025 310-601-1960', ' bigfra.me', 'imdb.com/company/co0364247', 'Does not accept any unsolicited material. Project types include feature films and TV.']"
BIG FRAME,"['Production company, distributor, and sales agent', '11821 Mississippi Ave, Los Angeles, CA 90025 310-601-1960', ' bigfra.me', 'imdb.com/company/co0364247', 'Does not accept any unsolicited material. Project types include feature films and TV.']"
BIG GREEN MACHINE,"['Production company', '2213 S 1st St Ste #B3, Austin, TX 78704 512-910-3330', '7119 W Sunset Blvd, #702, Los Angeles, California 90046', '213-444-6240', ' big-green-machine.com imdb.com/company/co0534182', 'linkedin.com/company/big-green-machine facebook.com/gobiggreenmachine twitter.com/bigmachinegreen', 'Accepts query letters from produced or represented writers. Project types include short films. Genres include documentary. Established in 2014.']"
BIG INDIE PICTURES,"['Production company', '55 Main St, 2nd Floor, Yonkers, NY 10701 914-420-1447', 'bigindiepictures.com imdb.com/company/co0203259', 'Does not accept any unsolicited material. Project types include feature films. Genres include drama.', 'Corey Deckler', 'Producer  imdb.com/name/nm4224057', 'Declan Baldwin Producer ', 'imdb.com/name/nm0049888']"
BIG KID PICTURES,"['Production company', '9000 W Sunset Blvd, Ste 300, West Hollywood, CA 90069', '323-848-9320', 'bigkidpictures.com imdb.com/company/co0246151 facebook.com/pages/David-Dobkin/', '107565629266878', 'Does not accept any unsolicited material. Project types include feature films. Genres include action and comedy.', 'David Dobkin Writer/Producer imdb.com/name/nm0229694']"
BIG KIDS PRODUCTIONS,"['Production company and distributor', '2120 Oxford Ave, Austin, TX 78704', '512-441-0737 (phone)', '512-441-0339 (fax)', 'bigkidsvideo.com imdb.com/company/co0152721 facebook.com/Big-Kids-', 'Productions-101439903277555', 'Does not accept any unsolicited material. Project types include short films. Genres include family.']"
BIG LIGHT PRODUCTIONS,"['Production company', '\n5th Floor, Albert House, 256-260 Old St, London EC1V 9DD, UK', '500 S Buena Vista St, Animation Bldg., Burbank, CA 91521', '818-560-4782', ' biglight.com', 'imdb.com/company/co0172688 facebook.com/biglightprod twitter.com/FrankSpotnitz', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include crime, drama, science fiction, and thriller.']"
"BIG PITA, LIL' PITA","['Production company and studio', 'c/o The Walt Disney Company, 500 S Buena Vista St, Burbank, CA 91521', '818-560-7668', '231 Park Place, Ste 31, Brooklyn, NY 11238', '646-395-3371', 'imdb.com/company/co0184052', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include family and fantasy.', 'Alicia Keys Partner/Producer imdb.com/name/nm1006024']"
BIG SCREEN ENTERTAINMENT GROUP,"['Production company', '5555 Melrose Ave, Wallis Bldg. Ste 221, Hollywood, CA 90038', '323-654-3400 (phone)', '323-654-3401 (fax)', '5440 W Sahara Ave, Ste 202, Las Vegas, Nevada 89146', ' bigscreenentertainmentgroup.com imdb.com/company/co0145769 linkedin.com/company/big-screen-entertainment-', 'group', 'facebook.com/BigScreenEntertainmentGroup twitter.com/bigscreenbuzz', 'Does not accept any unsolicited material. Project types include feature films. Genres include drama, romance, and thriller.']"
BIG STAR PICTURES,"['Production company', ""1041 Formosa Ave, Writer's Building #309, West Hollywood, CA 90046"", '424-245-0015', ' bigstarpictures.com imdb.com/company/co0504046 facebook.com/bigstarpix twitter.com/BigStarPictures', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include drama and documentary. Established in 2013.', 'Christopher Quinn Principal imdb.com/name/nm1077724', 'linkedin.com/pub/christopher-quinn/b/2b2/855 facebook.com/christopher.quinn.940 twitter.com/BigStarPictures']"
BIG TALK PRODUCTIONS,"['Studio', '26 Nassau St, London, W1W 7AQ', '+44 (0) 20-7255-1131 (phone)', '+44 (0) 20-7255-1132 (fax)', ' bigtalkproductions.com linkedin.com/company/big-talk-productions facebook.com/bigtalk', 'twitter.com/bigtalk', 'Does not accept any unsolicited material. Project types include TV. Genres include action, comedy, crime, drama, and science fiction.', 'Rachael Prior', 'Head (Development/Film) imdb.com/name/nm0975099', '\nBILL AND BEN PRODUCTIONS', 'Production company', '20 Great Chapel St, Soho, London W1F 8FW, UK', '+44207-734-4933', ' billandben.net imdb.com/company/co0115595', 'Does not accept any unsolicited material. Project types include feature films, short films, and TV. Genres include action, animation, comedy, crime, drama, romance, and science fiction. Established in 2009.', 'Bill Jones', 'Producer imdb.com/name/nm0427580']"
BILL KENWRIGHT FILMS,"['Production company', '1 Venice Walk, London W2 1RR', '+44207-446-6200', ' kenwright.com imdb.com/company/co0103798 facebook.com/BKLProductions twitter.com/bkl_productions', 'Does not accept any unsolicited material. Project types include feature films, short films, and TV. Genres include action, comedy, drama, and romance.', 'Established in 1999.', 'Daniel-Konrad Cooper Producer imdb.com/name/nm2257360']"
BILL & MELINDA GATES FOUNDATION,"['Production company and distributor', 'P.O. Box 23350, Seattle , WA 98102 206-709-3140', ' gatesfoundation.org imdb.com/company/co0150454', 'Does not accept any unsolicited material. Project types include feature films, short films, and TV. Genres include family, fantasy, non-fiction, reality, and documentary. Established in 2003.', 'BILL’S MARKET & TELEVISION PRODUCTIONS', 'Production company', '100 Universal City Plaza Bldg. 6111, Universal City, CA 91608', '818-684-6445', 'bmtvp.com imdb.com/company/co0410317', 'Does not accept any unsolicited material. Project types include TV. Genres include comedy.', 'David Hurwitz', 'Co-Founder/Partner imdb.com/name/nm0975188']"
BINDER & ASSOCIATES,"['Production company', '1465 Lindacrest Dr, Beverly Hills, CA 90210 310-274-9995 (phone)', '310-274-7258 (fax)', ' imdb.com/company/co0003684', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films, short films, TV, and commercials.']"
BIO-TIDE FILMS (I),"['Production company and distributor', '3-13-10-3F, Chuo, Nakano, Tokyo 164-0011, Japan 03-3369-8221 (phone)', '03-3369-8228 (fax)', ' imdb.com/company/co0134171', 'Does not accept any unsolicited material. Genres include comedy.']"
BIRCH TREE ENTERTAINMENT,"['Production company, distributor, and sales agent', '10620 Southern Highlands Parkway, Ste 103, Las Vegas, NV 89141', '702-858-2782 (phone)', '702-583-7928 (fax)', '\n birchtreeentertainment.com imdb.com/company/co0114722 facebook.com/pages/Las-Vegas-NV/Birch-Tree-', 'Entertainment/178085089631 twitter.com/BIRCHTREEFILMS', 'Accepts scripts from produced or represented writers. Project types include feature films. Genres include action.', 'Art Birzneck', 'CEO', ' imdb.com/name/nm1010723 linkedin.com/pub/art-birzneck/36/ab8/5a7 linkedin.com/pub/art-birzneck/36/ab8/5a7']"
BISCAYNE PICTURES,"['Production company Los Angeles, CA', ' biscaynepictures.com imdb.com/company/co0152645', 'Does not accept any unsolicited material. Project types include feature films. Genres include action, crime, drama, horror, and thriller. Established in 2005.', 'Jeffrey Silver', 'Principal', '310-777-2007', ' imdb.com/name/nm0798711 linkedin.com/pub/jeffrey-silver/16/833/503']"
BISCHOFF-HERVEY ENTERTAINMENT,"['Production company', '1033 N Hollywood Way, Ste F, Burbank, CA 91505 ', 'bhe.tv imdb.com/company/co0165662', 'linkedin.com/company/bischoff-hervey-entertainment- television-llc', 'facebook.com/bischoffhervey twitter.com/bhetv', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include TV.', 'Jason Hervey Partner/Producer imdb.com/name/nm0381155', 'Eric Bischoff Partner/Producer imdb.com/name/nm0083888']"
BITTERS END,"['Distributor', '13-3 Nampeidaicho, 3F, Shibuya-ku, Tokyo 150-0036, Japan', '+81 3 34 62 03 45 (phone)', '+81 3 34 62 06 21 (fax)', ' bitters.co.jp', 'imdb.com/company/co0061630', 'Does not accept any unsolicited material. Project types include TV. Genres include drama and romance.', 'Yuji Sadai', 'President (Executive) imdb.com/name/nm0755406']"
BIX PIX ENTERTAINMENT,"['Production company', '11630 Tuxford St, Sun Valley, CA 91352 818-252-7474 (phone)', '818-252-7410 (fax)', ' bixpix.com imdb.com/company/co0187260', 'facebook.com/Bix-Pix-Entertainment-', 'Inc-185406288160456', 'twitter.com/bix_pix', 'Does not accept any unsolicited material. Project types include feature films and short films. Genres include animation and fantasy. Established in 1998.', 'Kelli Bixler', 'Founder imdb.com/name/nm1064778', 'linkedin.com/pub/kelli-bixler/4/577/426']"
BKGTH PRODUCTIONS,"['Production company', '\nPO Box 800646, Dallas, TX 75380', '212-712-7336', ' badkidsgotohell.com imdb.com/company/co0370228 facebook.com/BadKidsGoToHell twitter.com/BadKidsGoToHell', 'Does not accept any unsolicited material. Project types include feature films. Genres include comedy, myth, and thriller. Established in 2012.']"
BLACK APPLE MEDIA,"['Production company', 'Stage 18, 2558 W 16th St, Chicago, IL 60608', '312-476-9289', ' blackapplemedia.com imdb.com/company/co0351002', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films and TV. Genres include action, comedy, drama, and romance. Established in 2011.']"
BLACK BEAR PICTURES,"['Production company and financing company', '1739 Berkeley St, Santa Monica, CA 90404 424-291-6000', '515 Greenwich St, Ste 202, New York, NY 10013', '212-931-5714', ' blackbearpictures.com imdb.com/company/co0319513 linkedin.com/company/black-bear-pictures-llc facebook.com/pages/Black-Bear-Pictures/', '166891590022937', 'twitter.com/blackbearpics', 'Does not accept any unsolicited material. Project types include feature films. Genres include comedy, crime, drama, horror, romance, and thriller. Established in 2011.', 'Teddy Schwarzman imdb.com/name/nm3267061 linkedin.com/pub/teddy-schwarzman/11/50a/27a', 'Ben Stillman', 'Creative Executive imdb.com/name/nm4212466 linkedin.com/pub/ben-stillman/2b/11b/433']"
BLACKBIRD,"['Production company', '12 E 20th St 5th Floor, New York, NY 10003 646-448-9086', ' imdb.com/company/co0061258', 'Does not accept any unsolicited material.']"
